key,place_name,admin_name1,latitude,longitude,accuracy
IN/532265,Palavalasa,Andhra Pradesh,18.8833,84.5833,
IN/532312,Ichapuram,Andhra Pradesh,19.1167,84.7,4
IN/532406,Calingapatnam,Andhra Pradesh,18.65,83.7667,
IN/532407,Raja Puram,Andhra Pradesh,18.65,83.7667,
IN/532425,Urlam,Andhra Pradesh,18.65,83.7667,
IN/532432,Jalum Uru,Andhra Pradesh,18.65,83.7667,
IN/532440,Palakonda,Andhra Pradesh,18.6,83.75,4
IN/532456,Battilli,Andhra Pradesh,18.6667,83.95,
IN/532458,Laxminarasupeta,Andhra Pradesh,18.6667,83.95,
IN/532459,Hiramandalam,Andhra Pradesh,18.6667,83.95,4
IN/532460,Veeraghattam,Andhra Pradesh,18.6833,83.6,4
IN/532557,Baliji Peta,Andhra Pradesh,18.4,83.6167,
IN/532581,Challapeta,Andhra Pradesh,18.4,83.6167,
IN/532591,Saluru Fort,Andhra Pradesh,18.4,83.6167,
IN/532592,Pachipenta,Andhra Pradesh,18.4667,83.1167,4
IN/532599,Agraharam,Andhra Pradesh,18.3333,84.1167,4
IN/532663,Agraharam,Andhra Pradesh,18.3333,84.1167,
IN/533001,Kakinada Bazar,Andhra Pradesh,17.0222,82.1028,
IN/533002,M S N Charities,Andhra Pradesh,17.0222,82.1028,
IN/533003,Engineering College (Ka),Andhra Pradesh,17.0222,82.1028,
IN/533004,Gandhi Nagar (Kda),Andhra Pradesh,17.0222,82.1028,
IN/533006,Indrapalem (Kda),Andhra Pradesh,17.0222,82.1028,
IN/533007,Kakula,Andhra Pradesh,17.0222,82.1028,
IN/533101,Fort Gate,Andhra Pradesh,17.0222,82.1028,
IN/533103,Danavaipeta,Andhra Pradesh,17.0222,82.1028,
IN/533105,Weavers Colony,Andhra Pradesh,17.0222,82.1028,
IN/533124,Ind Estate D W E G Dt,Andhra Pradesh,17.0222,82.1028,
IN/533126,Kadium,Andhra Pradesh,17.0222,82.1028,
IN/533201,Gandhi Bazar,Andhra Pradesh,16.825,82,
IN/533202,R D Office Roaod,Andhra Pradesh,16.825,82,
IN/533213,Samanasa,Andhra Pradesh,16.825,82,
IN/533216,Taluk Office Road,Andhra Pradesh,16.825,82,
IN/533221,Bandar Lanka,Andhra Pradesh,16.5667,82.1,
IN/533226,N Kotha Palli,Andhra Pradesh,16.5667,82.1,
IN/533227,Uppalaguptam,Andhra Pradesh,16.5667,82.1,4
IN/533228,Vanapalli,Andhra Pradesh,16.5667,82.1,
IN/533234,Yeditha,Andhra Pradesh,16.825,82,
IN/533240,Delta Gannavaram,Andhra Pradesh,16.825,82,
IN/533247,Nagaram,Andhra Pradesh,17.1842,78.3897,
IN/533251,Sakhineti Palli,Andhra Pradesh,16.825,82,
IN/533255,R C Puram Bazar,Andhra Pradesh,16.825,82,
IN/533263,Dangeru,Andhra Pradesh,16.825,82,
IN/533285,G Kothapalli,Andhra Pradesh,16.825,82,
IN/533294,Rajanagaram,Andhra Pradesh,17.0833,81.9,4
IN/533333,Raghudevapuram,Andhra Pradesh,17.0222,82.1028,
IN/533339,Devipatnam,Andhra Pradesh,17.0222,82.1028,
IN/533428,Addatigala,Andhra Pradesh,17.4833,82.0167,4
IN/533429,Yelesraram,Andhra Pradesh,17.4833,82.0167,
IN/533435,Jaggampeta,Andhra Pradesh,17.1833,82.05,4
IN/533436,Raja Vommangi,Andhra Pradesh,17.1833,82.05,
IN/533440,Samalkot H O,Andhra Pradesh,17.0833,82.3333,
IN/533448,Uppada,Andhra Pradesh,17.0833,82.3333,4
IN/533463,Talla Revu,Andhra Pradesh,16.7333,82.2167,
IN/533464,Yanam,Andhra Pradesh,16.7333,82.2167,4
IN/533503,Challa Palli,Andhra Pradesh,17.0222,82.1028,
IN/533541,Lakkavaram,Andhra Pradesh,17.0222,82.1028,
IN/533583,Y Ramavaram,Andhra Pradesh,17.0222,82.1028,
IN/534001,Eluru H O,Andhra Pradesh,16.775,81.4917,
IN/534003,Sanivarapu Peta (Eluru),Andhra Pradesh,16.775,81.4917,
IN/534005,Eluru R S,Andhra Pradesh,16.775,81.4917,
IN/534006,Eluru Collectorate,Andhra Pradesh,16.775,81.4917,
IN/534015,Vatlur (Eluru),Andhra Pradesh,16.775,81.4917,
IN/534101,T P Gudem Town,Andhra Pradesh,16.65,81.4667,
IN/534102,Tadepalligudem Bazar,Andhra Pradesh,16.65,81.4667,
IN/534112,Nallajerla,Andhra Pradesh,16.65,81.4667,
IN/534123,Achanta,Andhra Pradesh,16.65,81.4667,
IN/534136,Pali,Andhra Pradesh,16.65,81.4667,
IN/534145,Madhavaram,Andhra Pradesh,15.9333,77.35,
IN/534186,Yendagandi,Andhra Pradesh,16.65,81.4667,
IN/534196,Agraharam,Andhra Pradesh,18.3333,84.1167,
IN/534198,Ganapavaram,Andhra Pradesh,16.7,81.4667,4
IN/534199,Undi,Andhra Pradesh,16.6,81.4667,4
IN/534211,Paidiparru,Andhra Pradesh,16.775,81.4917,
IN/534217,Iragavaram,Andhra Pradesh,16.775,81.4917,
IN/534236,Yeluru Padu,Andhra Pradesh,16.775,81.4917,
IN/534237,Kalla,Andhra Pradesh,16.775,81.4917,
IN/534250,Lankala Koderu,Andhra Pradesh,16.775,81.4917,
IN/534260,Palakole Bazar,Andhra Pradesh,16.775,81.4917,
IN/534261,Lajpathi Roy Peta,Andhra Pradesh,16.775,81.4917,
IN/534268,Ellamanchili,Andhra Pradesh,16.775,81.4917,
IN/534275,Ferry Road,Andhra Pradesh,16.775,81.4917,
IN/534291,L B Cherla,Andhra Pradesh,16.775,81.4917,
IN/534301,Wednesday Market,Andhra Pradesh,16.9833,81.6667,
IN/534302,Samsra Gudem,Andhra Pradesh,16.9833,81.6667,
IN/534305,Tadimalla,Andhra Pradesh,16.9833,81.6667,
IN/534313,Devara Palli,Andhra Pradesh,16.9833,81.6667,
IN/534331,Kakara Parru,Andhra Pradesh,16.9833,81.6667,
IN/534341,Talla Pudi,Andhra Pradesh,16.9833,81.6667,
IN/534342,Chagallu,Andhra Pradesh,16.9833,81.6667,4
IN/534390,D Muppavaram Dronamraju,Andhra Pradesh,16.9833,81.6667,
IN/534416,Kaikaram,Andhra Pradesh,16.8167,81.3667,4
IN/534429,M Nagula Palli,Andhra Pradesh,16.8167,81.3667,
IN/534437,Naidugudem,Andhra Pradesh,16.8167,81.3667,
IN/534447,Janga Reddi Gudem H O,Andhra Pradesh,16.8167,81.3667,
IN/534451,Lakkavaram,Andhra Pradesh,16.8167,81.3667,
IN/534462,Dharmaji Gudem,Andhra Pradesh,16.8167,81.3667,
IN/560001,Rajbhavan,Karnataka,12.2667,76.6833,
IN/560002,Chamarajendrapeta,Karnataka,12.2667,76.6833,
IN/560003,Extension,Karnataka,12.2667,76.6833,4
IN/560004,Lalbagh West,Karnataka,12.2667,76.6833,
IN/560005,Fraser Town,Karnataka,12.2667,76.6833,
IN/560007,Agaram,Karnataka,12.2667,76.6833,
IN/560008,Ulsoor Bazar,Karnataka,12.2667,76.6833,
IN/560009,N S Bureau,Karnataka,12.2667,76.6833,
IN/560010,Rajajinagar West,Karnataka,13.0333,77.55,
IN/560011,Jayanagar (Bangalore),Karnataka,13.0333,77.55,
IN/560013,Jalahalli,Karnataka,13.0333,77.55,4
IN/560014,Jalahalli East,Karnataka,13.0333,77.55,
IN/560015,Jalahalli West,Karnataka,13.0333,77.55,
IN/560016,Ramamurthynagar,Karnataka,13.0333,77.55,
IN/560017,Vimanapura,Karnataka,13.0333,77.55,
IN/560018,Chamrapet West,Karnataka,13.0333,77.55,
IN/560020,Palace Guttahalli,Karnataka,13.0499,77.1594,
IN/560021,Ramachandra Puram,Karnataka,13.0499,77.1594,
IN/560023,Magadi Road,Karnataka,13.0499,77.1594,
IN/560024,Extn Iistage,Karnataka,13.0499,77.1594,
IN/560025,Langford Town,Karnataka,13.0499,77.1594,
IN/560026,Deepanjal Nagar,Karnataka,13.0499,77.1594,
IN/560027,Sampangiramnagar,Karnataka,13.0499,77.1594,
IN/560029,S D S Sanitorim,Karnataka,13.0499,77.1594,
IN/560030,Adugodi,Karnataka,13.0499,77.1594,
IN/560032,P&T Colony,Karnataka,13.0499,77.1594,
IN/560035,Carmelaram,Karnataka,13.0499,77.1594,
IN/560037,Ramesh Nagar,Karnataka,13.0499,77.1594,
IN/560038,Indira Nagar,Karnataka,13.0499,77.1594,
IN/560040,Vijayanagar,Karnataka,13.0499,77.1594,
IN/560041,Jayanagar T Block,Karnataka,13.0499,77.1594,
IN/560042,K Kamraj Road,Karnataka,13.0499,77.1594,
IN/560045,Venkateshpura,Karnataka,13.0499,77.1594,
IN/560046,Williams Towm,Karnataka,13.0499,77.1594,
IN/560047,Ookadapalyam,Karnataka,13.0499,77.1594,
IN/560048,Mahadevapura,Karnataka,13.0499,77.1594,
IN/560049,Virgonagar,Karnataka,13.0499,77.1594,
IN/560050,Dasarahalli,Karnataka,13.0499,77.1594,
IN/560051,Old Cemetry Road,Karnataka,13.0499,77.1594,
IN/560052,Vasantanagar,Karnataka,13.0499,77.1594,
IN/560057,Dasarahalli,Karnataka,13.0499,77.1594,
IN/560058,Madivala,Karnataka,13.0499,77.1594,
IN/560059,R V Niketan,Karnataka,13.0499,77.1594,
IN/560063,Yelahanka,Karnataka,13.1075,77.6003,4
IN/560064,Yelabanka,Karnataka,13.1075,77.6003,
IN/560065,Vigyana Kendra,Karnataka,13.1075,77.6003,
IN/560066,White Field,Karnataka,13.1075,77.6003,
IN/560067,Kadugodi,Karnataka,13.1075,77.6003,
IN/560069,Jayanagar East,Karnataka,13.1075,77.6003,
IN/560070,Padmanabhanagar,Karnataka,13.0499,77.1594,
IN/560072,Nagarbhavi,Karnataka,13.0499,77.1594,
IN/560073,Nagasandra (Bangalore),Karnataka,13.0499,77.1594,
IN/560078,Jayaprakash Naryan Nagar,Karnataka,13.0499,77.1594,
IN/560079,Agrahara Dasarahalli,Karnataka,13.0499,77.1594,
IN/560080,Palace Orchards,Karnataka,13.7919,76.8042,
IN/560081,Tavarekere,Karnataka,13.7919,76.8042,4
IN/560082,Yediyur,Karnataka,13.7919,76.8042,
IN/560084,Lingarajapuram,Karnataka,13.7919,76.8042,
IN/560086,Mahalakshmipuram Layout,Karnataka,13.7919,76.8042,
IN/560087,Varthur,Karnataka,13.7919,76.8042,
IN/560097,Vidyaranyapura,Karnataka,13.0499,77.1594,
IN/561201,V G Doddi,Karnataka,13.9424,77.5299,
IN/561202,Pavagada,Karnataka,14.1,77.2667,4
IN/561206,Darinayakanapalya,Karnataka,13.9424,77.5299,
IN/561207,Bagepalli,Karnataka,13.7847,77.7931,4
IN/561212,Pathapalya,Karnataka,13.9424,77.5299,
IN/561216,Venkatapura,Karnataka,13.9424,77.5299,
IN/561217,Viduraswatha,Karnataka,13.9424,77.5299,
IN/561225,S S Ghati,Karnataka,13.9424,77.5299,
IN/561227,Sailapura,Karnataka,13.9424,77.5299,
IN/562103,Nandi,Karnataka,13.3847,77.6933,4
IN/562108,Abbur,Karnataka,13.3847,77.6933,
IN/562110,Devanahalli,Karnataka,13.3333,77.65,
IN/562118,Nandi Hills,Karnataka,13.3333,77.65,4
IN/562120,Magadi (Cpt),Karnataka,13.2655,77.7687,
IN/562122,Nandagudi,Karnataka,13.2655,77.7687,
IN/562130,Tavarekere (Magadi),Karnataka,13.2936,77.8017,
IN/562134,Vidyanagar,Karnataka,13.2936,77.8017,
IN/562135,Vijayapura,Karnataka,13.2936,77.8017,4
IN/562144,Jangamkote,Karnataka,13.2658,77.8483,4
IN/562145,Chandpura,Karnataka,13.2658,77.8483,
IN/562149,Bagal,Karnataka,13.2658,77.8483,
IN/562151,Chamarajasagar,Karnataka,13.05,77.85,
IN/562154,Jadigenahalli,Karnataka,13.05,77.85,4
IN/563115,B E M L Nagar (Kgf),Karnataka,13.2,78.0167,
IN/563117,Champion Reefs,Karnataka,13.2,78.0167,
IN/563119,V O C Nagar,Karnataka,13.2,78.0167,
IN/563120,Oorgaum East,Karnataka,13.2,78.0167,
IN/563121,Oorgaumpet,Karnataka,13.2,78.0167,
IN/563126,Dalasnur,Karnataka,13.2,78.0167,
IN/563128,Kaiwara,Karnataka,13.2,78.0167,
IN/563131,Palya,Karnataka,13.2,78.0167,
IN/563136,Tayalur,Karnataka,13.2,78.0167,
IN/563137,Tekal,Karnataka,13.2,78.0167,
IN/563138,Yeldur,Karnataka,13.2,78.0167,
IN/563157,Vemgal,Karnataka,13.2,78.0167,4
IN/565277,Pahwadi,Karnataka,13.301,77.5465,
IN/570001,K R Mohalla,Karnataka,13.3666,76.171,
IN/570004,Lakshmipuram,Karnataka,13.3666,76.171,
IN/570006,University Campus,Karnataka,13.3666,76.171,
IN/570007,Rajendranagar,Karnataka,13.3666,76.171,
IN/570008,Vidyaranya Puram,Karnataka,13.3666,76.171,
IN/570009,Jayanagar,Karnataka,13.3666,76.171,
IN/570010,Ittigegud,Karnataka,13.3666,76.171,
IN/570011,Administrative Trg Institute,Karnataka,13.3666,76.171,
IN/570013,Food Technology,Karnataka,13.3666,76.171,
IN/570014,Jayanagar Extn,Karnataka,13.3666,76.171,
IN/570018,Chaimundi Betta,Karnataka,13.3666,76.171,
IN/570019,Udayagiri Extn,Karnataka,13.3666,76.171,
IN/570020,Yadavagiri,Karnataka,13.3666,76.171,
IN/570024,M.R.Mohalla,Karnataka,13.3666,76.171,
IN/571110,Gargeshwari,Karnataka,12.0889,76.7911,
IN/571114,H D Kote,Karnataka,12.0889,76.7911,
IN/571117,Kagalyadi,Karnataka,12.0889,76.7911,
IN/571119,Tagadur,Karnataka,12.0889,76.7911,4
IN/571120,Old Sosale,Karnataka,12.2381,76.7278,
IN/571122,Talkod,Karnataka,12.2381,76.7278,
IN/571124,T Narsipur,Karnataka,12.2381,76.7278,
IN/571125,Hamapapura (H D),Karnataka,12.2381,76.7278,
IN/571138,Makode,Karnataka,12.2381,76.7278,
IN/571143,Varakodu,Karnataka,12.3872,76.6644,
IN/571147,Venkatainachatra,Karnataka,12.3872,76.6644,
IN/571149,Naganahalli,Karnataka,12.3872,76.6644,4
IN/571155,Nagavalli (Njd),Karnataka,12.2381,76.7278,
IN/571166,Kabini Colony,Karnataka,12.2381,76.7278,
IN/571167,Devanur (Nanjangud),Karnataka,12.2381,76.7278,
IN/571172,Ramanahalli,Karnataka,12.2381,76.7278,
IN/571174,Ganaganur,Karnataka,12.2381,76.7278,
IN/571178,Chandakavadi,Karnataka,12.2381,76.7278,
IN/571201,Madikeri Fort,Karnataka,12.9044,76.3917,
IN/571218,Virajpet,Karnataka,12.9044,76.3917,
IN/571220,Devarapura,Karnataka,12.9044,76.3917,
IN/571221,Makut,Karnataka,12.9044,76.3917,
IN/571222,Kaikeri,Karnataka,12.9044,76.3917,
IN/571247,Bagamandala,Karnataka,12.9044,76.3917,
IN/571251,Madapura,Karnataka,12.9044,76.3917,
IN/571258,Nagarhole,Karnataka,12.9044,76.3917,
IN/571266,Badaga,Karnataka,12.9044,76.3917,
IN/571269,Uluguli,Karnataka,12.9044,76.3917,
IN/571272,Channarayapatna,Karnataka,12.9044,76.3917,4
IN/571273,Badagabanangala,Karnataka,12.9044,76.3917,
IN/571311,Kadakola,Karnataka,12.1944,76.6631,4
IN/571313,Ramasamudra,Karnataka,12.1944,76.6631,
IN/571319,Kabbahali,Karnataka,12.1944,76.6631,
IN/571321,Udbur,Karnataka,12.129,76.7844,
IN/571325,Tandavapura,Karnataka,12.129,76.7844,
IN/571326,Vidya Peetha,Karnataka,12.129,76.7844,
IN/571327,Badanaguppe,Karnataka,12.129,76.7844,
IN/571329,Udigala,Karnataka,12.129,76.7844,
IN/571333,Ummattur,Karnataka,12.0636,76.9058,4
IN/571334,Hadinaru,Karnataka,12.0636,76.9058,
IN/571335,Yedakola,Karnataka,12.0636,76.9058,
IN/571339,Ramapura (Njd),Karnataka,12.0636,76.9058,
IN/571404,Acetate Town,Karnataka,12.2332,76.8562,
IN/571405,V C Farm,Karnataka,12.2332,76.8562,
IN/571406,Thaggahalli,Karnataka,12.2332,76.8562,
IN/571421,Halagur,Karnataka,11.7667,76.5667,
IN/571426,Old Town,Karnataka,11.7667,76.5667,
IN/571428,Maddur,Karnataka,11.7667,76.5667,4
IN/571429,Maddur R S,Karnataka,11.7667,76.5667,
IN/571432,Nagamangala,Karnataka,12.8156,76.7575,4
IN/571434,Pandavapura,Karnataka,12.5006,76.6733,4
IN/571435,Pandavapura R S,Karnataka,12.6581,76.7154,
IN/571441,Yelandur,Karnataka,12.0667,77.0333,4
IN/571444,Ramapuram Ghat,Karnataka,12.0667,77.0333,
IN/571445,Devalapura (Mys),Karnataka,12.0667,77.0333,
IN/571456,Nagarakere,Karnataka,12.2332,76.8562,
IN/571458,Ragibommanhalli,Karnataka,12.2332,76.8562,
IN/571460,Thaggahalli,Karnataka,12.2332,76.8562,
IN/571461,Agasanpura,Karnataka,12.2332,76.8562,
IN/571472,Gandhal,Karnataka,12.0167,77.25,
IN/571473,Ummadahalli,Karnataka,12.0167,77.25,
IN/571477,Sagglam,Karnataka,12.0167,77.25,
IN/571479,Lokkanahalli,Karnataka,12.0167,77.25,4
IN/571484,Palaiyam,Karnataka,12.2332,76.8562,
IN/571485,Agara,Karnataka,12.2332,76.8562,
IN/571488,Tellanur,Karnataka,12.2332,76.8562,
IN/571490,Mahadeshwara Betta,Karnataka,12.2332,76.8562,
IN/571495,Maddur (Yelandur),Karnataka,12.2332,76.8562,
IN/571501,Channapatna H O,Karnataka,12.7167,77.3,
IN/571511,Ramanagaram,Karnataka,12.7167,77.3,4
IN/571604,Saligram (Mys),Karnataka,12.3201,76.8179,
IN/571614,Haleyur,Karnataka,12.3201,76.8179,
IN/571801,Madhuvanahalli,Karnataka,12.3201,76.8179,
IN/571803,Parasegowdana Palya,Karnataka,12.3201,76.8179,
IN/571805,Nagoonahalli,Karnataka,12.3201,76.8179,
IN/571809,Mahadevapura,Karnataka,12.3201,76.8179,
IN/572101,Extension Tumkur,Karnataka,13.6417,76.9293,
IN/572112,Badavanahalli,Karnataka,13.6811,77.0658,4
IN/572116,Channakesavapuda,Karnataka,13.6811,77.0658,
IN/572124,Itakadibbanahalli,Karnataka,13.6417,76.9293,
IN/572130,K R S Agrahara Extn,Karnataka,13.6417,76.9293,
IN/572132,Madhugiri,Karnataka,13.6606,77.2092,
IN/572134,Nagasandra (Tmr),Karnataka,13.6417,76.9293,
IN/572135,Pattanaikanahalli,Karnataka,13.6417,76.9293,
IN/572136,Palavalli,Karnataka,13.6417,76.9293,
IN/572139,Tavarekere (Tmr),Karnataka,13.6417,76.9293,
IN/572140,Urdigere,Karnataka,13.3406,77.2303,4
IN/572141,Y N Koskote,Karnataka,13.3406,77.2303,
IN/572142,Yediyur,Karnataka,13.3406,77.2303,
IN/572145,Nagavalli (Tmr),Karnataka,13.3406,77.2303,
IN/572149,Kadagathur,Karnataka,13.3406,77.2303,
IN/572150,Halenahalli,Karnataka,13.6417,76.9293,
IN/572152,Madalur,Karnataka,13.6417,76.9293,
IN/572154,Teetha,Karnataka,13.6417,76.9293,
IN/572159,Baddur Farm,Karnataka,13.6417,76.9293,
IN/572160,Yelanadu,Karnataka,13.9033,76.4917,
IN/572161,Vanivilasapura,Karnataka,13.9033,76.4917,4
IN/572162,Yedavanne,Karnataka,13.9033,76.4917,
IN/572164,Rampura (Tmr),Karnataka,13.9033,76.4917,
IN/572169,Nadur,Karnataka,13.9033,76.4917,
IN/572171,Ujjine,Karnataka,13.6417,76.9293,
IN/572173,Iirkasandra,Karnataka,13.6417,76.9293,
IN/572201,Gandhi Nagar Tiptur,Karnataka,13.5225,76.7483,
IN/572202,K R Extn Tiptur,Karnataka,13.5225,76.7483,
IN/572213,Chandrasekharapura,Karnataka,13.5225,76.7483,
IN/572215,Dandinashivara,Karnataka,13.5225,76.7483,
IN/572219,Kabada (Tumkur),Karnataka,13.5225,76.7483,
IN/572225,Sampige (Tmr),Karnataka,13.5225,76.7483,
IN/572232,Yelanadu (Tmr),Karnataka,13.5225,76.7483,
IN/572234,Echanur,Karnataka,13.5225,76.7483,
IN/572239,Hagalvadi,Karnataka,13.5225,76.7483,4
IN/572240,Halepalya,Karnataka,13.5225,76.7483,
IN/573111,Bagur (Hassan),Karnataka,13.1531,76.3067,
IN/573116,Channarayapatna (Hassan),Karnataka,13.1531,76.3067,
IN/573119,Gandasi,Karnataka,13.1531,76.3067,4
IN/573121,Halebeedu,Karnataka,13.3033,76.0597,
IN/573125,Javagal,Karnataka,13.3033,76.0597,4
IN/573126,Jayachmrajpura,Karnataka,13.3033,76.0597,
IN/573127,Kadamane,Karnataka,13.3033,76.0597,
IN/573129,K Hoskote,Karnataka,13.3033,76.0597,
IN/573132,Panchanahalli,Karnataka,12.964,76.0939,
IN/573133,Ramnathapura,Karnataka,12.964,76.0939,
IN/573134,Saklashpur,Karnataka,12.964,76.0939,
IN/573140,Agrahara Belaguli,Karnataka,12.6908,76.0842,
IN/573146,Magge,Karnataka,12.6908,76.0842,4
IN/573151,Jambur,Karnataka,12.5167,75.8,4
IN/573152,Rajansiriyur,Karnataka,12.5167,75.8,
IN/573157,Udavara,Karnataka,12.5167,75.8,
IN/573160,Aggunda,Karnataka,13.1561,76.2189,
IN/573162,Bageshapura,Karnataka,13.1561,76.2189,4
IN/573201,Gandhi Bazar,Karnataka,12.8696,76.1717,
IN/573210,Halli Mysore,Karnataka,12.6558,76.26,4
IN/573216,Hagare,Karnataka,12.8696,76.1717,
IN/573218,Palya,Karnataka,12.8696,76.1717,
IN/573219,Salagame,Karnataka,13.0833,76.0833,4
IN/573221,Bage,Karnataka,12.8696,76.1717,
IN/574101,Ajekar,Karnataka,12.8,74.85,
IN/574102,Bailur (Puttur),Karnataka,12.8,74.85,
IN/574106,Uliargoli,Karnataka,12.8,74.85,
IN/574111,Padubidri,Karnataka,12.8,74.85,
IN/574112,Palimar,Karnataka,12.8,74.85,
IN/574115,Ullargoli,Karnataka,12.8,74.85,
IN/574117,Uchila Bada,Karnataka,12.8,74.85,
IN/574118,Udyavara,Karnataka,12.8,74.85,
IN/574122,Bajegoli,Karnataka,12.8,74.85,
IN/574123,Mala,Karnataka,12.8,74.85,
IN/574128,Irvathur,Karnataka,12.8,74.85,
IN/574131,Admar,Karnataka,12.8,74.85,
IN/574138,Nandikur,Karnataka,12.8,74.85,
IN/574140,Paniyur,Karnataka,12.8,74.85,
IN/574141,Aikala,Karnataka,12.8,74.85,
IN/574143,Farangipet,Karnataka,12.8,74.85,
IN/574144,Ganjimutt,Karnataka,12.8,74.85,
IN/574146,Haleangady,Karnataka,12.8,74.85,
IN/574159,Ullal,Karnataka,12.8,74.85,4
IN/574160,Derlakatte,Karnataka,12.8,74.85,
IN/574165,Malalipanchayat,Karnataka,12.8,74.85,
IN/574178,Nadugallu,Karnataka,12.8,74.85,
IN/574184,Talapady,Karnataka,12.8,74.85,
IN/574192,Jeepinamogru,Karnataka,12.8,74.85,
IN/574195,Panjinadka,Karnataka,12.8,74.85,
IN/574202,Darbe,Karnataka,14.2467,76.2933,
IN/574220,Kabaka,Karnataka,14.2467,76.2933,
IN/574221,Kadaba (Puttur),Karnataka,14.2467,76.2933,
IN/574224,Madanthyar,Karnataka,14.2467,76.2933,
IN/574231,Pane Mangalore,Karnataka,12.6833,75.4833,
IN/574232,Panja,Karnataka,12.6833,75.4833,4
IN/574234,Sampaje,Karnataka,12.6833,75.4833,
IN/574240,Ujire,Karnataka,16.1917,77.8333,
IN/574241,Uppinangady,Karnataka,16.1917,77.8333,
IN/574242,Venur,Karnataka,13.0167,75.1333,4
IN/574244,Palli,Karnataka,19.3667,80.5333,4
IN/574245,Aiyarnad,Karnataka,16.1917,77.8333,
IN/574246,Ajjavara,Karnataka,16.1917,77.8333,
IN/574252,Idikiku,Karnataka,14.2467,76.2933,
IN/574255,Jalsur,Karnataka,14.2467,76.2933,
IN/574259,Panjee,Karnataka,14.2467,76.2933,
IN/574260,Adyandka,Karnataka,14.2467,76.2933,
IN/574275,Sampige (D K),Karnataka,13.1167,74.9167,
IN/574276,Veerakamba,Karnataka,13.1167,74.9167,
IN/574277,Kadandale,Karnataka,13.1167,74.9167,4
IN/574278,Palaoka,Karnataka,13.1167,74.9167,
IN/574283,Saji Pamunnur,Karnataka,14.2467,76.2933,
IN/574286,Bajathur,Karnataka,14.2467,76.2933,
IN/574289,Paramogru,Karnataka,14.2467,76.2933,
IN/574290,Charmadi,Karnataka,13.05,75.4,4
IN/574294,Laila,Karnataka,13.05,75.4,
IN/574295,Machina,Karnataka,13.05,75.4,
IN/574296,Panakaje,Karnataka,13.05,75.4,
IN/574301,Ira,Karnataka,14.0056,76.0528,
IN/574302,Kadeshwalya,Karnataka,14.0056,76.0528,
IN/574304,Iianthila,Karnataka,14.0056,76.0528,
IN/574315,Nadugallu,Karnataka,14.0056,76.0528,
IN/574318,Madavu,Karnataka,14.0056,76.0528,
IN/574319,Sajipamudu,Karnataka,14.0056,76.0528,
IN/574334,Badagannur,Karnataka,14.0056,76.0528,
IN/574501,Idu,Karnataka,14.0056,76.0528,
IN/574502,Nallur,Karnataka,14.1,75.8833,
IN/574507,Bajal,Karnataka,14.0056,76.0528,
IN/574508,Vamanjoor,Karnataka,14.0056,76.0528,
IN/575001,Car Street,Karnataka,13.3666,76.171,
IN/575002,Nagori,Karnataka,13.3666,76.171,
IN/575003,Gandhi Nagar,Karnataka,13.3666,76.171,
IN/575004,Kadrihills,Karnataka,13.3666,76.171,
IN/575007,Padil,Karnataka,13.3666,76.171,
IN/575009,Adyar,Karnataka,13.3666,76.171,
IN/575010,Panambur,Karnataka,13.3666,76.171,
IN/575011,Baikampady,Karnataka,13.3666,76.171,
IN/576101,Udupi H O,Karnataka,13.25,74.75,
IN/576103,Adi Udupi,Karnataka,13.25,74.75,
IN/576104,Kadekar,Karnataka,13.25,74.75,
IN/576122,Pangala,Karnataka,13.25,74.75,4
IN/576123,Parkala,Karnataka,13.25,74.75,
IN/576126,Nandalike,Karnataka,13.25,74.75,
IN/576128,Sacherigudde,Karnataka,13.25,74.75,
IN/576135,Patla,Karnataka,13.25,74.75,
IN/576136,Badaga Bettu,Karnataka,13.25,74.75,
IN/576138,Innanje,Karnataka,13.25,74.75,
IN/576142,Tenkabettu,Karnataka,13.25,74.75,
IN/576144,Varanga,Karnataka,13.25,74.75,
IN/576146,Inna,Karnataka,13.25,74.75,
IN/576150,Chara,Karnataka,13.25,74.75,
IN/576201,Gandhi Maidan,Karnataka,13.675,74.7083,
IN/576214,Yedthari,Karnataka,13.65,74.6667,
IN/576216,Ganguli,Karnataka,13.65,74.6667,4
IN/576225,Saligrama (D K),Karnataka,13.675,74.7083,
IN/576230,Tallur (Belgaum),Karnataka,13.7,74.75,
IN/576231,Takkatte,Karnataka,13.7,74.75,
IN/576232,Uppunda,Karnataka,13.7,74.75,
IN/576233,Vandse,Karnataka,13.7,74.75,4
IN/576236,Airody,Karnataka,13.7,74.75,
IN/576243,Parampalli,Karnataka,13.675,74.7083,
IN/576248,Hakladi,Karnataka,13.675,74.7083,
IN/576250,Haladi,Karnataka,13.675,74.7083,
IN/576252,Hallihole,Karnataka,13.675,74.7083,
IN/576260,Salikere,Karnataka,13.675,74.7083,
IN/576262,Nada,Karnataka,13.675,74.7083,
IN/576263,Naikur,Karnataka,13.675,74.7083,
IN/576266,Saibrakatte,Karnataka,13.675,74.7083,
IN/576271,Baidabettu,Karnataka,13.675,74.7083,
IN/576275,Paduvari,Karnataka,13.675,74.7083,
IN/576276,Achlady,Karnataka,13.675,74.7083,
IN/577001,Davangere,Karnataka,14.4667,75.9167,4
IN/577002,Jayachamarajendra Extn,Karnataka,14.4667,75.9167,
IN/577003,Davangere Mills,Karnataka,14.4667,75.9167,
